10.497119,10.377627,8.923596,9.63716,9.518205,10.504055,8.958214,9.314678,10.826337,10.808109
9.208569,9.634445,9.471123,8.691003,8.667551,7.634968,9.7134075,8.58401,9.946447,9.723758
10.119183,8.795515,12.250482,10.955434,10.163539,10.051135,10.60474,9.981412,10.835983,10.591615
10.832022,9.418707,9.710497,10.807746,9.799715,11.34158,10.998361,8.917054,9.821098,11.949194
10.662682,11.472384,11.226156,10.199261,10.460759,9.947015,8.540029,9.180708,10.053552,8.6107645
10.354221,12.167556,9.957417,8.151632,8.668821,8.394475,8.764013,9.134827,11.125342,9.862862
9.6562805,10.059952,11.364809,10.662584,10.266204,11.508799,9.247659,9.32243,8.751604,8.993458
11.059836,11.463566,10.676277,10.310216,8.828654,9.871316,10.509146,9.740708,10.173609,10.330679
9.940768,9.794852,10.778114,11.344476,12.186447,10.840511,11.128008,10.009492,10.192302,9.487936
8.962963,9.768811,10.32486,12.598008,8.53701,10.100294,10.96302,10.043102,9.980392,12.671326
10.319438,9.823315,9.501326,11.147095,9.798262,9.223525,9.099389,10.387457,8.818542,8.76497
11.135789,10.131354,10.793742,9.433571,9.933867,12.805474,11.320481,9.836847,10.586585,9.553807
10.386248,9.911744,9.516124,11.7349,8.072516,8.2385025,8.90566,8.247492,10.419541,10.128926
8.823687,9.821961,8.684477,11.087812,7.885164,10.88925,9.29753,8.967911,8.952179,11.403847
8.950375,8.989685,9.086188,10.482631,9.855365,10.677345,11.438122,10.044896,10.336477,10.904068
9.491099,9.080902,9.311403,9.63543,9.21701,10.8884735,10.565635,9.080578,10.989738,11.501109
9.355942,10.7107115,10.504483,8.709713,10.240873,9.054617,10.201212,9.771511,10.112787,9.24819
9.812647,8.784541,9.490611,9.032653,9.518503,10.373744,9.329707,10.341786,8.357611,11.066363
11.636601,8.12524,10.497804,10.892471,10.45634,11.04957,12.691848,9.597202,10.115074,10.97746
7.803349,9.3403425,10.4730425,11.221694,9.380717,9.363588,8.295559,8.404572,11.985581,10.964772
7.9122677,9.809926,10.837954,8.7716675,10.207967,9.996138,9.417223,10.379866,9.949265,10.781986
10.8024845,7.567586,9.350541,10.961359,12.025395,10.307306,9.517137,10.584651,11.010987,9.655105
10.482742,12.614332,8.556528,10.6434145,9.657021,8.795794,11.064684,9.7937,10.442024,10.636883
10.597452,11.790341,8.0932455,10.828574,9.099359,9.619951,10.12521,9.883299,8.989633,10.565422
10.131117,8.723769,9.478341,10.838078,10.808911,10.151124,7.819668,10.82493,9.203048,10.200317
10.261869,10.981717,9.123859,10.122265,11.358121,11.257061,10.43597,9.992142,10.58324,10.870108
11.119768,9.02175,8.832064,9.013407,9.080936,9.994859,7.537774,9.852591,8.907232,9.235462
9.3479595,8.764224,11.957005,10.0594635,11.157084,10.117298,10.450485,10.717119,9.972417,9.390736
8.266563,10.495119,9.951725,9.836843,9.591055,9.193709,10.698179,9.131997,10.751426,9.091253
9.903889,9.072298,10.286015,9.205883,9.067901,11.244728,10.156953,9.053849,11.834588,11.055974
10.068535,9.077695,10.737686,8.78161,11.931367,10.885145,8.940616,8.459991,11.625959,9.04556
6.971475,10.189602,9.33647,9.715749,11.68333,11.533763,10.139406,9.932751,10.174177,10.244173
8.846111,9.012118,10.397237,10.104664,10.219219,9.797695,10.074171,9.319588,10.439903,10.137305
9.280754,9.69084,10.734648,11.518503,8.438652,8.1872015,9.457991,9.085032,9.876941,9.285235
9.590783,8.500145,9.474572,9.758197,11.57793,10.017605,8.767141,7.854306,11.050911,11.331193
9.768198,9.085461,11.069255,10.087395,11.087918,8.38524,10.157817,10.075207,8.774687,9.118269
9.536681,9.178924,9.69746,8.539258,10.433316,8.543621,9.383666,9.598054,8.736533,11.291848
10.333244,11.058232,10.908458,9.77652,11.194035,10.173667,9.048999,11.215409,7.85113,11.964853
10.154369,10.598198,9.768711,11.060898,10.5809,11.96164,9.778021,9.96794,10.962952,11.344392
12.471,9.785793,10.767983,10.110333,9.950049,11.034153,12.575611,9.891758,9.485225,10.058781
9.441141,9.228084,8.883071,11.282908,9.483851,11.069562,10.928253,9.191936,9.84291,10.937752
