10.787988,9.954247,9.106069,8.282071,9.321866,7.5268273,7.909338,11.579874,10.41204,9.947115,10.574392,10.306508,10.293938,10.118276,8.749066,12.161633,8.53456,10.812265,10.200122,10.7616625
9.6796465,9.279342,8.75909,9.17216,10.18918,8.901822,11.087226,8.593743,9.288754,9.370569,9.589024,10.58096,9.240714,9.475927,9.830312,9.602907,10.022913,10.422131,10.602857,8.85286
10.226155,9.443756,9.723616,11.185954,11.080433,9.654441,9.553953,9.959998,8.727388,10.814819,10.180161,8.8501625,11.038915,9.956432,10.472604,11.372725,7.0784583,9.656362,10.482061,10.043339
9.479888,10.2839365,11.3691845,9.26518,9.487212,9.87426,10.148355,10.813558,10.680468,12.506904,11.288628,9.6894655,9.980893,10.357449,11.764681,10.06828,10.50821,9.914546,10.292272,10.720748
9.385865,8.92399,11.892962,8.950221,8.914463,10.023427,10.051658,8.844879,9.340859,9.393027,9.52178,10.294456,10.416294,10.994924,9.403398,9.189271,10.243834,9.765756,10.4117,9.602593
9.433649,10.7638855,8.237679,8.988981,7.654055,9.25053,10.436297,9.59535,10.1942625,9.727518,9.836163,10.000188,10.288976,9.2389555,11.431826,8.676554,10.268066,10.05884,7.3933125,11.876747
11.258838,10.320427,11.702517,10.60316,10.131677,9.5598,10.965093,10.380753,9.865143,8.837793,11.037723,8.918284,10.501946,10.11256,9.431892,8.934782,7.5669913,9.955249,9.682916,9.378215
10.195492,10.696611,10.765746,10.419472,12.123156,9.1146345,9.860239,9.1673565,10.452992,10.64842,9.461287,8.92371,9.715221,10.889558,10.6168585,11.069967,10.810683,10.236995,10.270538,9.668017
10.164684,9.790828,9.156877,10.88647,10.562488,9.754051,10.716314,11.42724,10.900724,9.312478,9.201083,10.478797,10.416238,9.943166,8.525396,8.98633,11.096058,10.277342,9.785615,9.379172
9.777118,8.9896345,9.654652,11.552714,11.447621,12.256177,10.47756,9.611849,10.974322,10.23706,10.448973,11.88425,9.24822,9.551876,10.227909,10.409226,11.089279,9.294357,10.619421,9.890939
